Id,Name,DaysSigned,DaysMissed,Gender,State,Party,Constituency
3,Smt.  Sonia  Gandhi,20,12,0,Uttar Pradesh,INC,Rai Bareli
11,Shri  Ajit  Singh,10,22,1,Uttar Pradesh,RJD,Baghpat
14,Shri  Paban Singh  Ghatowar,30,2,1,Assam,INC,Dibrugarh
24,Shri  V. Kishore Chandra S.  Deo,30,2,1,Andhra Pradesh,INC,Aruku
25,Shri  Beni Prasad  Verma,32,0,1,Uttar Pradesh,INC,Gonda
29,Shri  Harish  Rawat,32,0,1,Uttarakhand,INC,Hardwar
30,Smt.  Chandresh  Kumari,26,6,0,Rajasthan,INC,Jodhpur
38,Shri  Jitender  Singh,28,4,1,Haryana,INC,Sonipat
39,Shri  Manish  Tewari,32,0,1,Punjab,INC,Ludhiana
52,Dr.  Tusharbhai   A.  Chaudhari,7,25,1,Gujarat,INC,Bardoli
53,Shri  Pratik  Patil,27,5,1,Maharashtra,INC,Sangli
55,Dr.  Shashi  Tharoor,15,17,1,Kerala,INC,Thiruvananthapuram
57,Shri  K. C.  Venugopal,28,4,1,Kerala,INC,Alappuzha
58,Dr.  Charan Das  Mahant,31,1,1,Chattisgarh,INC,Korba
59,Shri  Milind  Deora,31,1,1,Maharashtra,INC,Mumbai South
60,Shri    Kodikunnil  Suresh,29,3,1,Kerala,INC,Mavelikkara
62,Shri  K. J.S.P.  Reddy,26,6,1,Andhra Pradesh,INC,
63,Shri  A.H.   Khan  Choudhury,30,2,1,West Bengal,INC,Maldaha Dakshin
64,Shri  Adhir Ranjan  Chowdhury,26,6,1,West Bengal,INC,Baharampur
65,Smt.  Ranee  Narah,24,8,0,Assam,INC,Lakhimpur
66,Shri   Sarvey  Sathyanarayana,29,3,1,Andhra Pradesh,INC,
67,Shri  Ninong  Ering,32,0,1,Arunachal Pradesh,INC,
68,Smt.  Deepa  Dasmunsi,25,7,0,West Bengal,INC,
69,Shri  P.  Balram  Naik,25,7,1,Andhra Pradesh,INC,
70,Dr.  Krupa Rani  Killi,32,0,0,Andhra Pradesh,INC,
71,Shri  Lal Chand  Kataria,31,1,1,Rajasthan,INC,
72,Shri  Sandeep  Dikshit,29,3,1,NCT of Delhi,INC,
73,Shri  J.M.  Aaron Rashid,28,4,1,Tamil Nadu,INC,
75,Shri  Naveen  Jindal,28,4,1,Haryana,INC,
76,Shri  Madhu Goud  Yaskhi,31,1,1,Andhra Pradesh,INC,
77,Shri  Satpal  Maharaj,28,4,1,Uttarakhand,INC,
78,Shri  Vincent H.  Pala,12,20,1,Uttarakhand,INC,
78,Shri  Vijay  Bahuguna,32,0,1,Uttarakhand,INC,
78,Shri  Vincent H.  Pala,12,20,1,Meghalaya,INC,
78,Shri  Vijay  Bahuguna,32,0,1,Meghalaya,INC,
79,Shri  Madan Lal  Sharma,31,1,1,Jammu and Kashmir,INC,
80,Chaudhary  Lal  Singh,30,2,1,Jammu and Kashmir,INC,
81,Shri  Mohammed  Azharuddin,25,7,1,Uttar Pradesh,INC,
82,Shri  Hamdullah  Sayeed,32,0,1,Lakshadweep,INC,
83,Shri  Ashok  Tanwar,29,3,1,Haryana,INC,
84,Shri  K.C.  Singh Baba,25,7,1,Uttarakhand,INC,
85,Shri  Vijay Inder  Singla,27,5,1,Punjab,INC,
88,Shri  Sabbam  Hari,25,7,1,Andhra Pradesh,INC,
89,Shri  Ravneet  Singh,31,1,1,Punjab,INC,
90,Shri  Mahabal  Mishra,31,1,1,NCT of Delhi,INC,
91,Shri  Ramesh  Kumar,31,1,1,NCT of Delhi,INC,
92,Shri  Ismail Hussain,32,0,1,Assam,INC,
93,Shri  Mohammad Asrarul  Haque,30,2,1,Bihar,INC,
94,Shri  Takam  Sanjoy,25,7,1,Arunachal Pradesh,INC,
97,Shri  P.  Viswanathan,30,2,1,Tamil Nadu,INC,
98,Shri  Sheesh Ram  Ola,29,3,1,Rajasthan,INC,
99,Shri  T.R.  Baalu,29,3,1,Tamil Nadu,DMK,
100,Shri  Vilasrao Baburao  Muttemwar,22,10,1,Maharashtra,INC,
101,Shri  Manikrao Hodlya  Gavit,30,2,1,Maharashtra,INC,
102,Shri  Suresh  Kalmadi,24,8,1,Maharashtra,INC,
106,Dr.    Chinta Mohan,29,3,1,Andhra Pradesh,INC,Tirupathi
107,Shri  Biren Singh  Engti,32,0,1,Assam,INC,
108,Dr.  Kavuri Samba Siva  Rao,25,7,1,Andhra Pradesh,INC,Eluru
110,Shri  Jai Prakash  Agarwal,32,0,1,NCT of Delhi,INC,
112,Shri  Datta  Meghe,31,1,1,Maharashtra,INC,
113,Shri   Rayapati S.  Rao,23,9,1,Andhra Pradesh,INC,Guntur
115,Dr.  Manda  Jagannath,32,0,1,Andhra Pradesh,INC,Nagarkurnool
116,Shri  A. Venkatarami  Reddy,29,3,1,Andhra Pradesh,INC,Anantapur
117,Shri  Somabhai Gandalal Koli  Patel,27,5,1,Gujarat,INC,
118,Shri  Avtar Singh  Bhadana,20,12,1,Haryana,INC,
119,Shri  P.C.  Chacko,31,1,1,Kerala,INC,Thrissur
120,Dr.  Girija  Vyas,32,0,0,Rajasthan,INC,Chittorgarh
121,Shri  Inderjit Singh  Rao,29,3,1,Haryana,INC,Gurgaon
123,Shri  Sanjay  Nirupam,31,1,1,Maharashtra,INC,Mumbai North
124,Shri  Dip  Gogoi,24,8,1,Assam,INC,Kaliabor
126,Shri  Francisco  Sardinha,30,2,1,Goa,INC,South Goa
127,Shri  Magunta Srinivasulu  Reddy,20,12,1,Andhra Pradesh,INC,Ongole
128,Shri  N.S.V.  Chitthan,31,1,1,Tamil Nadu,INC,Dindigul
129,Dr.  Arvind Kumar  Sharma,26,6,1,Haryana,INC,
130,Dr.  Sanjay  Singh,29,3,1,Uttar Pradesh,INC,
131,Shri  Jayant  Chaudhary,31,1,1,Uttar Pradesh,RLD,
132,Shri  Bhaskarrao  Patil  Khatgaonkar,26,6,1,Maharashtra,INC,
133,Shri  Deepender Singh  Hooda,25,7,1,Haryana,INC,
134,Shri  Bhakta Charan  Das,25,7,1,Orissa,INC,
135,Shri  Tarachand  Bhagora,31,1,1,Rajasthan,INC,
136,Km.  Agatha K.  Sangma,2,30,0,Meghalaya,INC,
137,Rajkumari  Ratna  Singh,26,6,0,Uttar Pradesh,INC,
138,Smt.  Priya  Dutt,22,10,0,Maharashtra,INC,
139,Smt.  Santosh  Chowdhary,31,1,0,Punjab,INC,
140,Sardar  Sukhdev  Singh    Libra,31,1,1,Punjab,INC,
141,Shri  Gajendra Singh  Rajukhedi,28,4,1,Madhya Pradesh,INC,
142,Shri  Sanjay Singh  Chauhan,28,4,1,Uttar Pradesh,RLD,
143,Shri  Anjan Kumar  Yadav. M,25,7,1,Andhra Pradesh,INC,Secunderabad
144,Shri  Gutha  Sukender Reddy,25,7,1,Andhra Pradesh,INC,Nalgonda
145,Shri  G.V.  Harsha Kumar,22,10,1,Andhra Pradesh,INC,Amalapuram
146,Shri  Aruna Kumar  Vundavalli,32,0,1,Andhra Pradesh,INC,Rajahmundry
147,Shri  S.P.Y.  Reddy,21,11,1,Andhra Pradesh,INC,Nandyal
148,Shri  Lalit  Mohan  Suklabaidya,32,0,1,Assam,INC,
149,Shri  Vikrambhai Arjanbhai  Maadam    Ahir,30,2,1,Gujarat,INC,
150,Shri    Lagadapati   Rajagopal,28,4,1,Andhra Pradesh,INC,Vijayawada
151,Smt.    Botcha Jhansi Lakshmi,30,2,0,Andhra Pradesh,INC,Vizianagaram
153,Shri    Bapiraju  Kanumuru,31,1,1,Andhra Pradesh,INC,Narasapur
154,Shri  Kishan V.  Patel,27,5,1,Gujarat,INC,
155,Shri  Eknath  Gaikwad,32,0,1,Maharashtra,INC,
156,Dr.  Thokchom  Meinya,32,0,1,Manipur,INC,
157,Shri  M.  Krishnaswamy,29,3,1,Tamil Nadu,INC,
