Id,Name,DaysSigned,DaysMissed,Gender,State,Party,Constituency
3,Smt.  Sonia  Gandhi,11,8,0,Uttar Pradesh,INC,Rai Bareli
29,Shri  Harish  Rawat,16,3,1,Uttarakhand,INC,Hardwar
30,Smt.  Chandresh  Kumari,15,4,0,Rajasthan,INC,Jodhpur
39,Shri  Manish  Tewari,17,2,1,Punjab,INC,Ludhiana
53,Shri  Pratik  Patil,8,11,1,Maharashtra,INC,Sangli
55,Dr.  Shashi  Tharoor,17,2,1,Kerala,INC,Thiruvananthapuram
60,Shri    Kodikunnil  Suresh,15,4,1,Kerala,INC,Mavelikkara
62,Shri  K. J.S.P.  Reddy,13,6,1,Andhra Pradesh,INC,
63,Shri  A.H.   Khan  Choudhury,15,4,1,West Bengal,INC,Maldaha Dakshin
64,Shri  Adhir Ranjan  Chowdhury,14,5,1,West Bengal,INC,Baharampur
65,Smt.  Ranee  Narah,13,6,0,Assam,INC,Lakhimpur
66,Shri   Sarvey  Sathyanarayana,13,6,1,Andhra Pradesh,INC,
67,Shri  Ninong  Ering,14,5,1,Arunachal Pradesh,INC,
68,Smt.  Deepa  Dasmunsi,17,2,0,West Bengal,INC,
69,Shri  P.  Balram  Naik,11,8,1,Andhra Pradesh,INC,
70,Dr.  Krupa Rani  Killi,18,1,0,Andhra Pradesh,INC,
71,Shri  Lal Chand  Kataria,18,1,1,Rajasthan,INC,
72,Shri  Sandeep  Dikshit,16,3,1,NCT of Delhi,INC,
73,Shri  J.M.  Aaron Rashid,8,11,1,Tamil Nadu,INC,
74,Shri  Arun  Yadav,10,9,1,Madhya Pradesh,INC,
75,Shri  Naveen  Jindal,15,4,1,Haryana,INC,
76,Shri  Madhu Goud  Yaskhi,13,6,1,Andhra Pradesh,INC,
77,Shri  Satpal  Maharaj,15,4,1,Uttarakhand,INC,
78,Shri  Vincent H.  Pala,2,17,1,Uttarakhand,INC,
78,Shri  Vincent H.  Pala,2,17,1,Meghalaya,INC,
79,Shri  Madan Lal  Sharma,17,2,1,Jammu and Kashmir,INC,
80,Chaudhary  Lal  Singh,16,3,1,Jammu and Kashmir,INC,
81,Shri  Mohammed  Azharuddin,16,3,1,Uttar Pradesh,INC,
82,Shri  Hamdullah  Sayeed,8,11,1,Lakshadweep,INC,
83,Shri  Ashok  Tanwar,17,2,1,Haryana,INC,
84,Shri  K.C.  Singh Baba,4,15,1,Uttarakhand,INC,
85,Shri  Vijay Inder  Singla,17,2,1,Punjab,INC,
88,Shri  Sabbam  Hari,12,7,1,Andhra Pradesh,INC,
89,Shri  Ravneet  Singh,17,2,1,Punjab,INC,
90,Shri  Mahabal  Mishra,17,2,1,NCT of Delhi,INC,
91,Shri  Ramesh  Kumar,19,0,1,NCT of Delhi,INC,
92,Shri  Ismail Hussain,2,17,1,Assam,INC,
