Division NO,Member Name,No.of days Members signed the Register,No.of days Members not signed the Register
516,Shri  Chandulal Sahu  Chandu Bhaiya,14,6
515,Shri  Dinubhai  Boghabhal   Solanki,2,18
514,Shri  Govind Prasad  Mishra,20,0
513,Shri  Uday  Singh,17,3
512,Shri  Bishnu Pada  Ray,18,2
511,Shri  Dushyant  Singh,18,2
510,Shri   G.M.  Siddeswara,11,9
509,Shri  Haribhau  Jawale,16,4
508,Shri  Harischandra Deoram  Chavan,13,7
507,Shri  Navjot Singh  Sidhu,3,17
506,Shri  P.C.  Gaddigoudar,18,2
505,Shri  Sanjay  Dhotre,13,7
504,Shri  Prahlad  Joshi,18,2
503,Shri  Kirti  Azad,20,0
502,Shri  Ravindra Kumar  Pandey,18,2
501,Shri  Ramesh Chandappa  Jigajinagi,20,0
500,Shri  Ramsinhbhai Patalbhai  Rathwa,5,15
499,Shri  Sohan  Potai,12,8
498,Shri  Hansraj Gangaram  Ahir,14,6
497,Shri  Rajen  Gohain,9,11
496,Shri  Raosaheb  Dadarao  Danve,12,8
495,Shri  Anurag Singh  Thakur,18,2
494,Shri  Rakesh  Singh,16,4
493,Shri  Ganesh  Singh,17,3
492,Shri    Virendra Kumar,19,1
491,Shri  Ashok  Argal,20,0
490,Shri  Lalji  Tandon,18,2
489,Shri  D.B. Chandre  Gowda,11,9
488,Shri  G.S.  Basavaraj,9,11
487,Shri  Mansukhbhai Dhanjibhai  Vasava,4,16
486,Shri  Ram Singh  Kaswan,19,1
485,Shri  Ramakant  Yadav,11,9
484,Shri  Anant Kumar  Hegde,8,12
483,Shri  Dilip Kumar Mansukhlal  Gandhi,16,4
482,Shri  Nikhil Kumar  Choudhary,18,2
481,Shri  Shripad Yesso  Naik,14,6
480,Shri  Radha Mohan  Singh,18,2
479,Shri  Vishnu Deo  Sai,6,14
478,Smt.  Yashodhara Raje  Scindia,17,3
477,Shri  Narendra Singh  Tomar,13,7
476,Shri  Rajendrasinh  Rana,6,14
475,Shri  Yogi  Adityanath,14,6
474,Smt.  Sumitra  Mahajan,18,2
473,Shri  Kailash  Joshi,18,2
471,Shri  Harin  Pathak,8,12
470,Smt.  Bijoya  Chakravarty,13,7
468,Shri  Kabindra  Purkayastha,19,1
467,Smt.  Maneka  Gandhi,17,3
466,Shri  Jaswant  Singh,18,2
465,Shri    Ananth Kumar,19,1
464,Shri  Ramesh  Bais,16,4
463,Shri  Yashwant  Sinha,19,1
462,Shri  Hukamdeo Narayan  Yadav,19,1
461,Shri  Syed Shahnawaz  Hussain,20,0
460,Shri  Shatrughan  Sinha,18,2
457,Shri  Lal Krishna  Advani,19,1
456,Shri   Gopinathrao  Pandurang   Munde,10,10
455,Shri  Rajnath  Singh,16,4
454,Dr.  Murli Manohar  Joshi,18,2
453,Shri  S.  Pakkirappa,20,0
452,Shri  Ramesh  Vishwanath   Katti,4,16
451,Dr.  Rajan  Sushant,16,4
450,Shri  Udasi Shivkumar  Chanabasappa,19,1
449,Shri  Shivarama  Gouda,18,2
448,Shri  Virender  Kashyap,20,0
447,Shri  Joseph  Toppo,18,2
446,Shri  Sher Singh  Ghubaya,14,6
445,Shri  Maheshwar  Hazari,19,1
444,Shri  Kaushalendra  Kumar,19,1
443,Smt.    Putul Kumari,17,3
442,Shri  Laxman  Tudu,16,4
441,Shri  Sidhant  Mohapatra,13,7
440,Shri   Raju Shetti,15,5
439,Shri    Varun  Gandhi,12,8
438,Shri  Rajendra  Agarwal,20,0
437,Prof.(Dr.)  Ram Shankar  Katheria,15,5
436,Shri  Kamlesh  Paswan,16,4
435,Shri   Bhausaheb  Rajaram   Wakchaure,9,11
434,Shri  Bhudeo  Choudhary,15,5
433,Smt.  Meena  Singh,15,5
432,Adv.   Ganeshrao  Nagorao Dudhgaonkar,17,3
431,Shri  Gajanan D.  Babar,13,7
429,Shri  Kristappa  Nimmala,17,3
428,Shri  Kalikesh N. Singh  Deo,16,4
427,Shri  Yashbant N.S.  Laguri,16,4
426,Kum.  Saroj  Pandey,11,9
425,Smt.  Darshana  Jardosh,7,13
424,Shri  Purnmasi  Ram,14,6
423,Shri  Mahabali  Singh,20,0
422,Shri  Subhash Bapurao  Wankhede,16,4
421,Shri  Nityananda  Pradhan,15,5
420,Dr.  Kirodi  Lal  Meena,16,4
419,Shri  Naramalli  Sivaprasad,10,10
418,Shri  Modugula Venugopala  Reddy,14,6
417,Shri  Hari  Manjhi,20,0
416,Shri  Jeetendra Singh  Bundela,15,5
415,Shri  P. C.  Mohan,15,5
414,Smt.  Aswamedh  Devi,18,2
413,Shri  Arjun  Roy,20,0
412,Shri   Prataprao  Ganpatrao Jadhav,15,5
411,Shri  A.  Ganeshamurthi,15,5
410,Shri  Rudramadhab  Ray,16,4
409,Shri  Jayaram  Pangi,13,7
408,Shri  K. Narayana  Rao,19,1
407,Shri  Nripendra Nath  Roy,13,7
406,Smt.    Rama Devi,17,3
405,Shri  Ramen  Deka,18,2
404,Shri  Angadi Suresh  Channabasappa,2,18
403,Shri  Baidyanath Prasad  Mahto,19,1
402,Shri  Vishwa Mohan  Kumar,18,2
401,Shri  Kuldeep  Bishnoi,6,14
400,Shri  Baijayant  Panda,16,4
3,Smt.  Sonia  Gandhi,9,11
399,Shri  Pinaki  Misra,10,10
398,Ms.  M. Vijaya  Shanthi,1,19
397,Shri  Ramesh  Rathod,6,14
396,Shri  Narahari  Mahato,13,7
395,Smt.  Mala Rajya  Laxmi Shah,20,0
394,Shri  Sushil Kumar  Singh,14,6
393,Shri  Jagdish  Sharma,19,1
392,Shri  Anand Prakash  Paranjpe,14,6
391,Shri  Mohan  Jena,15,5
390,Smt.  Paramjit Kaur  Gulshan,18,2
389,Smt.  Harsimrat Kaur  Badal,19,1
388,Shri  Nama Nageswara  Rao,20,0
387,Dr.  Monazir  Hassan,18,2
386,Capt.(Retd.)  Jainarayan Prasad  Nishad,14,6
385,Dr.  Ranjan Prasad  Yadav,18,2
384,Shri  Shivaji  Adhalrao Patil,9,11
383,Shri  Tathagata  Satpathy,17,3
382,Smt.  Jaya Prada  Nahata,4,16
381,Shri  Inder Singh  Namdhari,17,3
380,Shri   Mangani Lal  Mandal,17,3
379,Shri  Dinesh Chandra  Yadav,20,0
378,Smt.  Bhavana  Gawali,12,8
377,Shri  Prasanna  Kumar Patasani,16,4
376,Dr.  Rattan Singh  Ajnala,20,0
375,Shri  K. Chandrasekhar  Rao,3,17
374,Shri  Rajiv Ranjan  Singh  @ Lalan Singh,20,0
373,Shri  Anandrao  Adsul,17,3
372,Shri  Chandrakant  Khaire,16,4
371,Shri  P.  Karunakaran,18,2
370,Shri  Bhartruhari  Mahtab,20,0
369,Shri  Ram Sundar  Das,20,0
368,Shri  Anant Gangaram  Geete,15,5
367,Shri  Arjun Charan  Sethi,17,3
366,Shri  Sharad  Yadav,15,5
365,Shri  Basudeb  Acharia,18,2
364,Dr.  Tarun  Mondal,11,9
363,Shri  Mekapati Rajamohan  Reddy,3,17
362,Shri  Prasanta Kumar  Majumdar,19,1
361,Shri  Sakti  Mohan   Malik,18,2
360,Shri  Bibhu Prasad  Tarai,16,4
359,Shri  Kadir  Rana,17,3
358,Shri  Surendra Singh  Nagar,19,1
357,Shri  Kapil Muni  Karwariya,19,1
356,Shri  Radhey Mohan  Singh,16,4
355,Shri  Yashvir  Singh,15,5
354,Shri    Mithlesh Kumar,18,2
353,Shri  Kabir  Suman,4,16
352,Dr.  Ratna  De (Nag),17,3
351,Dr.  Padamsinha  Bajirao  Patil,19,1
350,Shri  P.  Kumar,19,1
349,Shri  P.  Lingam,20,0
348,Shri  M. B.  Rajesh,19,1
347,Shri  P. K.  Biju,17,3
346,Shri  Ramashankar  Rajbhar,20,0
345,Shri  Deoraj Singh  Patel,20,0
344,Shri  Arvind Kumar  Chaudhary,20,0
343,Shri  Kamlesh  Balmiki,19,1
342,Shri  Ghanshyam  Anuragi,18,2
341,Shri  Pakauri  Lal,15,5
340,Dr.  Sucharu Ranjan  Haldar,18,2
339,Shri  Tapas  Paul,14,6
338,Smt.  Satabdi  Roy,15,5
337,Shri  C.  Sivasami,18,2
336,Shri  Mahendra Kumar  Roy,20,0
335,Sk.   Saidul  Haque,20,0
334,Shri  Gorakh Prasad  Jaiswal,19,1
333,Shri  Rakesh  Pandey,18,2
332,Shri  Bal Kumar  Patel,16,4
331,Smt.  Usha  Verma,20,0
330,Shri    Suvendu   Adhikari,7,13
329,Shri  Ambica  Banerjee,20,0
328,Shri  K.  Sugumar,19,1
327,Shri  Pulin Bihari  Baske,18,2
326,Dr.  Anup Kumar  Saha,18,2
325,Smt.  Susmita  Bauri,20,0
324,Shri  Dhananjay  Singh,17,3
323,Shri    Gorakhnath  Pandey,19,1
322,Shri  Neeraj  Shekhar,19,1
321,Shri  Dharmendra  Yadav,10,10
320,Shri  Premdas  Katheria,20,0
319,Shri  Gobinda Chandra  Naskar,20,0
318,Shri  Dinesh  Trivedi,15,5
317,Shri  M.  Anandan,19,1
316,Shri  Manohar  Tirkey,10,10
315,Adv.  A.  Sampath,14,6
314,Shri  P.R.  Natarajan,19,1
313,Smt.  Kaisar  Jahan,20,0
312,Smt.  Raj Kumari  Chauhan,20,0
311,Shri  Rakesh  Sachan,16,4
310,Shri    Ramkishun,14,6
30,Smt.  Chandresh  Kumari,8,12
309,Shri  S.K. Nurul  Islam,7,13
308,Choudhury Mohan  Jatua,13,7
306,Shri  C.  Rajendran,17,3
305,Shri  P.  Venugopal,19,1
304,Shri  Bansagopal  Chowdhury,2,18
303,Shri  Prabodh  Panda,19,1
302,Smt. Tabassum  Hasan,19,1
301,Smt.  Seema  Upadhyay,19,1
300,Smt.  Sushila  Saroj,18,2
29,Shri  Harish  Rawat,18,2
299,Shri  R.K. Singh  Patel,17,3
298,Shri  O. S.  Manian,19,1
297,Shri  Khagen  Das,19,1
296,Dr.  Ram Chandra  Dome,19,1
295,Shri  Vijay Bahadur  Singh,15,5
294,Shri  Jagdish Singh  Rana,20,0
293,Shri  Tufani  Saroj,16,4
292,Shri  Brij Bhushan Sharan  Singh,15,5
291,Shri  Kalyan  Singh,20,0
290,Shri  S.  Semmalai,17,3
289,Shri  Baju Ban  Riyan,20,0
288,Dr.  Shafiqur Rahman  Barq,20,0
287,Shri  Ashok Kumar  Rawat,20,0
286,Smt.  Dimple  Yadav,5,15
285,Dr.  M.  Thambidurai,19,1
284,Shri  Bhisma  Shankar Alias Kushal Tiwari,17,3
283,Shri  Shailendra  Kumar,20,0
282,Prof.  Saugata  Ray,19,1
281,Shri  Subrata  Bakshi,16,4
280,Shri  Gurudas  Das Gupta,16,4
279,Dr.    Bali Ram,20,0
278,Kunwar  Rewati Raman  Singh,17,3
277,Shri  H.D.  Devegowda,14,6
276,Shri  Mulayam Singh  Yadav,14,6
275,Shri  C. L.  Ruala,19,1
274,Shri  Sanjay  Bhoi,19,1
273,Shri  Hemanand  Biswal,20,0
272,Shri  Amarnath  Pradhan,20,0
271,Shri  Pradeep  Majhi,11,9
270,Shri  Thangso  Baite,20,0
269,Dr.  Nilesh N.  Rane,15,5
268,Shri  Jaywant  Gangaram   Awale,20,0
267,Shri   Suresh  Kashinath   Taware,18,2
266,Shri  Marotrao  Sainuji   Kowase,19,1
265,Shri  Premchand  Guddu,19,1
264,Shri  Uday Pratap  Singh,16,4
263,Shri  S. R.  Jeyadurai,8,12
262,Smt.  J. Helen Davidson,19,1
261,Shri  Uma Shanaker  Singh,11,9
260,Shri  Jagada Nand  Singh,20,0
259,Shri   Baliram  Jadhav,18,2
258,Shri  C. M.  Chang,16,4
257,Shri  Prem Das  Rai,16,4
256,Shri  Thol Thirumaavalavan,10,10
255,Shri  N. Cheluvaraya Swamy,11,9
254,Shri  Kameshwar  Baitha,11,9
253,Shri  Jose K.  Mani,20,0
252,Shri  Narayan Singh  Amlabe,18,2
251,Shri  Sanjay Dina  Patil,17,3
250,Shri    Sivakumar @  Ritheesh,12,8
249,Shri  Om Prakash  Yadav,15,5
248,Shri  N.  Peethambarakurup,19,1
247,Shri  Anto  Antony,18,2
246,Shri  M. I.  Shanavas,17,3
245,Adv.  P. T.  Thomas,20,0
244,Shri  Partap Singh  Bajwa,19,1
243,Shri  Mohinder Singh  Kaypee,17,3
242,Shri  Charles  Dias,20,0
240,Shri  Zafar Ali  Naqvi,18,2
239,Shri  Bharat Ram  Meghwal,15,5
238,Shri  Raja Ram  Pal,18,2
237,Shri  Ratan  Singh,20,0
236,Shri  Khiladi Lal  Bairwa,17,3
235,Shri  Badri Ram  Jakhar,17,3
234,Shri  Harish  Choudhary,12,8
233,Shri  Raghuvir Singh  Meena,9,11
232,Shri  Gopal  Singh  Shekhawat,17,3
231,Shri  E. T. Muhammed  Basheer,12,8
230,Shri  Ijyaraj  Singh,19,1
229,Shri  Mahesh  Joshi,19,1
228,Shri  Sharief Ud Din  Shariq,17,3
227,Shri  S. S.  Ramasubbu,19,1
226,Shri  Pradeep  Tamta,20,0
225,Shri  Praveen Singh  Aron,12,8
224,Shri  Harsh  Vardhan,19,1
223,"Dr.  Vinay Kumar  Panday ""Vinnu""",17,3
222,Shri  Kamal  Kishor   Commando,20,0
221,Shri  P.L.  Punia,20,0
220,Shri  Jitendra  Singh Malik,16,4
219,Shri  Rajaiah  Siricilla,20,0
218,Shri  K. R. G.  Reddy,14,6
217,Dr.  Kakoli Ghosh  Dastidar,17,3
216,Shri  Sultan  Ahmed,15,5
215,Shri  H.D.  Kumaraswamy,1,19
214,Shri  N.Dharam  Singh,12,8
213,Shri  Jagdambika  Pal,14,6
212,Shri  Mirza Mehboob  Beg,19,1
211,Shri  Babu Lal  Marandi,5,15
210,Shri  Badruddin  Ajmal,7,13
209,Shri  Sisir Kumar  Adhikari,11,9
208,Shri  Somendranath  Mitra,11,9
207,Shri    Abdul Rahman,18,2
206,Shri  R.  Thamaraiselvan,18,2
205,Shri  Sadashivrao Dadoba  Mandlik,14,6
204,Shri  Hassan  Khan,20,0
203,Dr.  Raghuvansh Prasad  Singh,20,0
202,Shri  Sansuma Khunggur  Bwiswmuthiary,15,5
201,Shri  Asaduddin  Owaisi,14,6
200,Dr.  Sanjeev Ganesh  Naik,19,1
199,Shri    Adhi Sankar,14,6
198,Shri  E.G.  Sugavanam,11,9
197,Shri  A.K.S.  Vijayan,12,8
196,Shri  Kalyan  Banerjee,18,2
195,Shri  D.  Venugopal,10,10
194,Shri  Sameer  Bhujbal,15,5
193,Shri   Udayanraje  Bhonsle,8,12
192,Smt.  Supriya  Sule,15,5
191,Shri  Sudip  Bandyopadhyay,18,2
190,Shri  T.K.S.  Elangovan,19,1
189,Shri  Shibu  Soren,7,13
188,Shri    Lalu Prasad,16,4
187,Shri  Dara Singh  Chauhan,18,2
186,Shri  K. P.  Dhanapalan,20,0
185,Shri  M. K.  Raghavan,15,5
184,Shri  Ajay  Kumar,18,2
183,Shri  K.  Sudhakaran,18,2
182,Shri  R.  Dhruvanarayana,12,8
181,Shri  Adagooru  Vishwanath,13,7
180,Shri  Jagdish  Thakor,4,16
179,Shri  Mukeshkumar  Bheiravdanji  Gadhvi,9,11
178,Shri  Suresh Kumar  Shetkar,16,4
177,Dr.  G.  Vivekanand,17,3
176,Shri   Vitthalbhai  Harnsrajbhai   Radadiya,1,19
175,Shri  Kuvarjibhai Mohanbhai  Bavalia,3,17
174,Shri  Basori Singh  Masram,20,0
173,Shri  S.  Alagiri,16,4
172,Shri  Abdul Mannan  Hossain,11,9
171,Shri  Sajjan Singh  Verma,19,1
170,Shri  Prabhakar  Ponnam,19,1
16,Shri  A.  Raja,16,4
169,Shri  Manicka  Tagore,19,1
168,Shri  Devendra  Nagpal,14,6
167,Dr.  Jyoti  Mirdha,20,0
166,Smt.  Meenakshi  Natrajan,20,0
165,Smt.  Annu  Tandon,18,2
164,Smt.  Sarika  D.S. Baghel,20,0
163,Ms.  Mausam  Noor,15,5
162,Smt.  Rajesh Nandini  Singh,15,5
161,Dr.  Prabha Kishore  Taviad,5,15
160,Smt.  Shruti  Choudhry,18,2
15,Shri  Dayanidhi  Maran,7,13
158,Dr.  Nirmal  Khatri,14,6
157,Shri  M.  Krishnaswamy,19,1
156,Dr.  Thokchom  Meinya,19,1
155,Shri  Eknath  Gaikwad,19,1
154,Shri  Kishan V.  Patel,6,14
153,Shri    Bapiraju  Kanumuru,19,1
152,Smt.  Ingrid  Mcleod,18,2
151,Smt.    Botcha Jhansi Lakshmi,18,2
150,Shri    Lagadapati   Rajagopal,17,3
149,Shri  Vikrambhai Arjanbhai  Maadam    Ahir,3,17
148,Shri  Lalit  Mohan  Suklabaidya,19,1
147,Shri  S.P.Y.  Reddy,6,14
146,Shri  Aruna Kumar  Vundavalli,20,0
145,Shri  G.V.  Harsha Kumar,15,5
144,Shri  Gutha  Sukender Reddy,8,12
143,Shri  Anjan Kumar  Yadav. M,17,3
142,Shri  Sanjay Singh  Chauhan,19,1
141,Shri  Gajendra Singh  Rajukhedi,20,0
140,Sardar  Sukhdev  Singh    Libra,20,0
139,Smt.  Santosh  Chowdhary,18,2
138,Smt.  Priya  Dutt,8,12
137,Rajkumari  Ratna  Singh,18,2
136,Km.  Agatha K.  Sangma,9,11
135,Shri  Tarachand  Bhagora,10,10
134,Shri  Bhakta Charan  Das,17,3
133,Shri  Deepender Singh  Hooda,20,0
132,Shri  Bhaskarrao  Patil  Khatgaonkar,15,5
131,Shri  Jayant  Chaudhary,18,2
130,Dr.  Sanjay  Singh,18,2
129,Dr.  Arvind Kumar  Sharma,9,11
128,Shri  N.S.V.  Chitthan,15,5
127,Shri  Magunta Srinivasulu  Reddy,11,9
126,Shri  Francisco  Sardinha,19,1
125,Shri  Subodh Kant  Sahay,10,10
124,Shri  Dip  Gogoi,17,3
123,Shri  Sanjay  Nirupam,17,3
122,Shri  Mukul  Wasnik,10,10
121,Shri  Inderjit Singh  Rao,16,4
120,Dr.  Girija  Vyas,18,2
119,Shri  P.C.  Chacko,19,1
118,Shri  Avtar Singh  Bhadana,2,18
117,Shri  Somabhai Gandalal Koli  Patel,4,16
116,Shri  A. Venkatarami  Reddy,14,6
115,Dr.  Manda  Jagannath,17,3
114,Shri  Raj  Babbar,14,6
113,Shri   Rayapati S.  Rao,13,7
112,Shri  Datta  Meghe,16,4
111,Shri  Virbhadra  Singh,19,1
110,Shri  Jai Prakash  Agarwal,18,2
109,Shri  Kantilal  Bhuria,13,7
107,Shri  Biren Singh  Engti,20,0
106,Dr.    Chinta Mohan,17,3
105,Shri  Gurudas  Kamat,16,4
104,Shri  A. Sai Prathap,20,0
103,Shri  Bijoy Krishna  Handique,20,0
102,Shri  Suresh  Kalmadi,12,8
101,Shri  Manikrao Hodlya  Gavit,15,5
100,Shri  Vilasrao Baburao  Muttemwar,17,3
