Id,Name,DaysSigned,DaysMissed,Gender,State,Party,Constituency
3,Smt.  Sonia  Gandhi,12,16,0,Uttar Pradesh,INC,Rai Bareli
11,Shri  Ajit  Singh,11,17,1,Uttar Pradesh,RJD,Baghpat
14,Shri  Paban Singh  Ghatowar,19,9,1,Assam,INC,Dibrugarh
24,Shri  V. Kishore Chandra S.  Deo,27,1,1,Andhra Pradesh,INC,Aruku
29,Shri  Harish  Rawat,27,1,1,Uttarakhand,INC,Hardwar
30,Smt.  Chandresh  Kumari,18,10,0,Rajasthan,INC,Jodhpur
38,Shri  Jitender  Singh,24,4,1,Haryana,INC,Sonipat
39,Shri  Manish  Tewari,25,3,1,Punjab,INC,Ludhiana
53,Shri  Pratik  Patil,21,7,1,Maharashtra,INC,Sangli
55,Dr.  Shashi  Tharoor,23,5,1,Kerala,INC,Thiruvananthapuram
58,Dr.  Charan Das  Mahant,28,0,1,Chattisgarh,INC,Korba
59,Shri  Milind  Deora,26,2,1,Maharashtra,INC,Mumbai South
60,Shri    Kodikunnil  Suresh,23,5,1,Kerala,INC,Mavelikkara
62,Shri  K. J.S.P.  Reddy,8,20,1,Andhra Pradesh,INC,
63,Shri  A.H.   Khan  Choudhury,21,7,1,West Bengal,INC,Maldaha Dakshin
64,Shri  Adhir Ranjan  Chowdhury,21,7,1,West Bengal,INC,Baharampur
65,Smt.  Ranee  Narah,26,2,0,Assam,INC,Lakhimpur
66,Shri   Sarvey  Sathyanarayana,24,4,1,Andhra Pradesh,INC,
67,Shri  Ninong  Ering,24,4,1,Arunachal Pradesh,INC,
68,Smt.  Deepa  Dasmunsi,16,12,0,West Bengal,INC,
69,Shri  P.  Balram  Naik,20,8,1,Andhra Pradesh,INC,
70,Dr.  Krupa Rani  Killi,26,2,0,Andhra Pradesh,INC,
71,Shri  Lal Chand  Kataria,28,0,1,Rajasthan,INC,
72,Shri  Sandeep  Dikshit,25,3,1,NCT of Delhi,INC,
73,Shri  J.M.  Aaron Rashid,26,2,1,Tamil Nadu,INC,
75,Shri  Naveen  Jindal,20,8,1,Haryana,INC,
76,Shri  Madhu Goud  Yaskhi,26,2,1,Andhra Pradesh,INC,
77,Shri  Satpal  Maharaj,20,8,1,Uttarakhand,INC,
78,Shri  Vincent H.  Pala,21,7,1,Uttarakhand,INC,
78,Shri  Vijay  Bahuguna,27,1,1,Uttarakhand,INC,
78,Shri  Vincent H.  Pala,21,7,1,Meghalaya,INC,
78,Shri  Vijay  Bahuguna,27,1,1,Meghalaya,INC,
79,Shri  Madan Lal  Sharma,26,2,1,Jammu and Kashmir,INC,
80,Chaudhary  Lal  Singh,23,5,1,Jammu and Kashmir,INC,
81,Shri  Mohammed  Azharuddin,21,7,1,Uttar Pradesh,INC,
82,Shri  Hamdullah  Sayeed,25,3,1,Lakshadweep,INC,
83,Shri  Ashok  Tanwar,25,3,1,Haryana,INC,
84,Shri  K.C.  Singh Baba,22,6,1,Uttarakhand,INC,
85,Shri  Vijay Inder  Singla,25,3,1,Punjab,INC,
88,Shri  Sabbam  Hari,21,7,1,Andhra Pradesh,INC,
89,Shri  Ravneet  Singh,23,5,1,Punjab,INC,
90,Shri  Mahabal  Mishra,27,1,1,NCT of Delhi,INC,
91,Shri  Ramesh  Kumar,28,0,1,NCT of Delhi,INC,
92,Shri  Ismail Hussain,28,0,1,Assam,INC,
93,Shri  Mohammad Asrarul  Haque,28,0,1,Bihar,INC,
94,Shri  Takam  Sanjoy,20,8,1,Arunachal Pradesh,INC,
97,Shri  P.  Viswanathan,16,12,1,Tamil Nadu,INC,
98,Shri  Sheesh Ram  Ola,27,1,1,Rajasthan,INC,
99,Shri  T.R.  Baalu,14,14,1,Tamil Nadu,DMK,
100,Shri  Vilasrao Baburao  Muttemwar,23,5,1,Maharashtra,INC,
101,Shri  Manikrao Hodlya  Gavit,28,0,1,Maharashtra,INC,
102,Shri  Suresh  Kalmadi,10,18,1,Maharashtra,INC,
106,Dr.    Chinta Mohan,22,6,1,Andhra Pradesh,INC,Tirupathi
107,Shri  Biren Singh  Engti,19,9,1,Assam,INC,
108,Dr.  Kavuri Samba Siva  Rao,26,2,1,Andhra Pradesh,INC,Eluru
110,Shri  Jai Prakash  Agarwal,28,0,1,NCT of Delhi,INC,
112,Shri  Datta  Meghe,26,2,1,Maharashtra,INC,
113,Shri   Rayapati S.  Rao,12,16,1,Andhra Pradesh,INC,Guntur
115,Dr.  Manda  Jagannath,24,4,1,Andhra Pradesh,INC,Nagarkurnool
116,Shri  A. Venkatarami  Reddy,18,10,1,Andhra Pradesh,INC,Anantapur
117,Shri  Somabhai Gandalal Koli  Patel,23,5,1,Gujarat,INC,
118,Shri  Avtar Singh  Bhadana,16,12,1,Haryana,INC,
119,Shri  P.C.  Chacko,28,0,1,Kerala,INC,Thrissur
120,Dr.  Girija  Vyas,27,1,0,Rajasthan,INC,Chittorgarh
121,Shri  Inderjit Singh  Rao,28,0,1,Haryana,INC,Gurgaon
123,Shri  Sanjay  Nirupam,25,3,1,Maharashtra,INC,Mumbai North
124,Shri  Dip  Gogoi,21,7,1,Assam,INC,Kaliabor
126,Shri  Francisco  Sardinha,27,1,1,Goa,INC,South Goa
127,Shri  Magunta Srinivasulu  Reddy,16,12,1,Andhra Pradesh,INC,Ongole
128,Shri  N.S.V.  Chitthan,25,3,1,Tamil Nadu,INC,Dindigul
129,Dr.  Arvind Kumar  Sharma,17,11,1,Haryana,INC,
130,Dr.  Sanjay  Singh,18,10,1,Uttar Pradesh,INC,
131,Shri  Jayant  Chaudhary,24,4,1,Uttar Pradesh,RLD,
132,Shri  Bhaskarrao  Patil  Khatgaonkar,24,4,1,Maharashtra,INC,
133,Shri  Deepender Singh  Hooda,24,4,1,Haryana,INC,
134,Shri  Bhakta Charan  Das,27,1,1,Orissa,INC,
