Division NO,Member Name,No.of days Members signed the Register,No.of days Members not signed the Register
426,Kum.  Saroj  Pandey,3,18
425,Smt.  Darshana  Jardosh,17,4
424,Shri  Purnmasi  Ram,20,1
423,Shri  Mahabali  Singh,21,0
422,Shri  Subhash Bapurao  Wankhede,14,7
421,Shri  Nityananda  Pradhan,19,2
420,Dr.  Kirodi  Lal  Meena,20,1
419,Shri  Naramalli  Sivaprasad,14,7
418,Shri  Modugula Venugopala  Reddy,14,7
417,Shri  Hari  Manjhi,21,0
416,Shri  Jeetendra Singh  Bundela,9,12
415,Shri  P. C.  Mohan,17,4
414,Smt.  Aswamedh  Devi,19,2
413,Shri  Arjun  Roy,19,2
412,Shri   Prataprao  Ganpatrao Jadhav,12,9
411,Shri  A.  Ganeshamurthi,17,4
410,Shri  Rudramadhab  Ray,18,3
409,Shri  Jayaram  Pangi,19,2
408,Shri  K. Narayana  Rao,15,6
407,Shri  Nripendra Nath  Roy,14,7
406,Smt.    Rama Devi,9,12
405,Shri  Ramen  Deka,21,0
404,Shri  Angadi Suresh  Channabasappa,8,13
403,Shri  Baidyanath Prasad  Mahto,18,3
402,Shri  Vishwa Mohan  Kumar,18,3
400,Shri  Baijayant  Panda,12,9
3,Smt.  Sonia  Gandhi,8,13
39,Shri  Manish  Tewari,9,12
399,Shri  Pinaki  Misra,16,5
398,Ms.  M. Vijaya  Shanthi,1,20
397,Shri  Ramesh  Rathod,14,7
396,Shri  Narahari  Mahato,9,12
394,Shri  Sushil Kumar  Singh,9,12
393,Shri  Jagdish  Sharma,21,0
392,Shri  Anand Prakash  Paranjpe,13,8
391,Shri  Mohan  Jena,13,8
390,Smt.  Paramjit Kaur  Gulshan,14,7
38,Shri  Jitender  Singh,12,9
389,Smt.  Harsimrat Kaur  Badal,16,5
388,Shri  Nama Nageswara  Rao,18,3
387,Dr.  Monazir  Hassan,17,4
386,Capt.(Retd.)  Jainarayan Prasad  Nishad,17,4
385,Dr.  Ranjan Prasad  Yadav,18,3
384,Shri  Shivaji  Adhalrao Patil,5,16
383,Shri  Tathagata  Satpathy,12,9
382,Smt.  Jaya Prada  Nahata,6,15
381,Shri  Inder Singh  Namdhari,8,13
381,Shri  Digvijay  Singh,17,4
380,Shri   Mangani Lal  Mandal,18,3
379,Shri  Dinesh Chandra  Yadav,20,1
378,Smt.  Bhavana  Gawali,11,10
377,Shri  Prasanna  Kumar Patasani,20,1
376,Dr.  Rattan Singh  Ajnala,18,3
374,Shri  Rajiv Ranjan  Singh  @ Lalan Singh,21,0
373,Shri  Anandrao  Adsul,17,4
372,Shri  Chandrakant  Khaire,14,7
371,Shri  P.  Karunakaran,15,6
370,Shri  Bhartruhari  Mahtab,17,4
369,Shri  Ram Sundar  Das,13,8
368,Shri  Anant Gangaram  Geete,18,3
367,Shri  Arjun Charan  Sethi,21,0
366,Shri  Sharad  Yadav,16,5
365,Shri  Basudeb  Acharia,19,2
364,Dr.  Tarun  Mondal,20,1
363,Shri  Mekapati Rajamohan  Reddy,20,1
362,Shri  Prasanta Kumar  Majumdar,17,4
361,Shri  Sakti  Mohan   Malik,20,1
360,Shri  Bibhu Prasad  Tarai,16,5
359,Shri  Kadir  Rana,6,15
358,Shri  Surendra Singh  Nagar,9,12
357,Shri  Kapil Muni  Karwariya,4,17
356,Shri  Radhey Mohan  Singh,10,11
355,Shri  Yashvir  Singh,17,4
354,Shri    Mithlesh Kumar,14,7
353,Shri  Kabir  Suman,15,6
352,Dr.  Ratna  De (Nag),17,4
350,Shri  P.  Kumar,4,17
349,Shri  P.  Lingam,20,1
348,Shri  M. B.  Rajesh,21,0
347,Shri  P. K.  Biju,19,2
346,Shri  Ramashankar  Rajbhar,18,3
345,Shri  Deoraj Singh  Patel,13,8
344,Shri  Arvind Kumar  Chaudhary,19,2
343,Shri  Kamlesh  Balmiki,10,11
342,Shri  Ghanshyam  Anuragi,20,1
341,Shri  Pakauri  Lal,21,0
340,Dr.  Sucharu Ranjan  Haldar,20,1
339,Shri  Tapas  Paul,8,13
338,Smt.  Satabdi  Roy,8,13
337,Shri  C.  Sivasami,5,16
336,Shri  Mahendra Kumar  Roy,21,0
335,Sk.   Saidul  Haque,21,0
334,Shri  Gorakh Prasad  Jaiswal,17,4
333,Shri  Rakesh  Pandey,14,7
332,Shri  Bal Kumar  Patel,21,0
331,Smt.  Usha  Verma,16,5
330,Shri    Suvendu   Adhikari,8,13
329,Shri  Ambica  Banerjee,20,1
328,Shri  K.  Sugumar,5,16
327,Shri  Pulin Bihari  Baske,21,0
326,Dr.  Anup Kumar  Saha,19,2
325,Smt.  Susmita  Bauri,19,2
324,Shri  Dhananjay  Singh,10,11
323,Shri    Gorakhnath  Pandey,20,1
322,Shri  Neeraj  Shekhar,17,4
321,Shri  Dharmendra  Yadav,15,6
320,Shri  Premdas  Katheria,18,3
319,Shri  Gobinda Chandra  Naskar,21,0
318,Shri  Dinesh  Trivedi,14,7
317,Shri  M.  Anandan,4,17
316,Shri  Manohar  Tirkey,10,11
315,Adv.  A.  Sampath,17,4
314,Shri  P.R.  Natarajan,18,3
313,Smt.  Kaisar  Jahan,6,15
312,Smt.  Raj Kumari  Chauhan,16,5
311,Shri  Rakesh  Sachan,18,3
310,Shri    Ramkishun,14,7
30,Smt.  Chandresh  Kumari,16,5
309,Shri  S.K. Nurul  Islam,10,11
306,Shri  C.  Rajendran,1,20
306,Shri    Bhajan Lal,6,15
305,Shri  P.  Venugopal,5,16
304,Shri  Bansagopal  Chowdhury,16,5
303,Shri  Prabodh  Panda,21,0
302,Smt. Tabassum  Hasan,11,10
301,Smt.  Seema  Upadhyay,16,5
300,Smt.  Sushila  Saroj,14,7
29,Shri  Harish  Rawat,20,1
299,Shri  R.K. Singh  Patel,19,2
298,Shri  O. S.  Manian,4,17
297,Shri  Khagen  Das,13,8
296,Dr.  Ram Chandra  Dome,19,2
295,Shri  Vijay Bahadur  Singh,15,6
294,Shri  Jagdish Singh  Rana,7,14
293,Shri  Tufani  Saroj,20,1
292,Shri  Brij Bhushan Sharan  Singh,17,4
291,Shri  Kalyan  Singh,5,16
290,Shri  S.  Semmalai,10,11
289,Shri  Baju Ban  Riyan,12,9
288,Dr.  Shafiqur Rahman  Barq,21,0
287,Shri  Ashok Kumar  Rawat,13,8
286,Shri  Akhilesh  Yadav,9,12
285,Dr.  M.  Thambidurai,4,17
284,Shri  Bhisma  Shankar Alias Kushal Tiwari,5,16
283,Shri  Shailendra  Kumar,20,1
282,Prof.  Saugata  Ray,18,3
280,Shri  Gurudas  Das Gupta,21,0
279,Dr.    Bali Ram,10,11
278,Kunwar  Rewati Raman  Singh,19,2
277,Shri  H.D.  Devegowda,10,11
276,Shri  Mulayam Singh  Yadav,16,5
275,Shri  C. L.  Ruala,20,1
274,Shri  Sanjay  Bhoi,20,1
273,Shri  Hemanand  Biswal,12,9
272,Shri  Amarnath  Pradhan,20,1
271,Shri  Pradeep  Majhi,4,17
270,Shri  Thangso  Baite,21,0
269,Dr.  Nilesh N.  Rane,14,7
268,Shri  Jaywant  Gangaram   Awale,16,5
267,Shri   Suresh  Kashinath   Taware,13,8
266,Shri  Marotrao  Sainuji   Kowase,16,5
265,Shri  Premchand  Guddu,12,9
264,Shri  Uday Pratap  Singh,11,10
263,Shri  S. R.  Jeyadurai,4,17
262,Smt.  J. Helen Davidson,8,13
261,Shri  Uma Shanaker  Singh,9,12
260,Shri  Jagada Nand  Singh,21,0
25,Shri  Beni Prasad  Verma,21,0
259,Shri   Baliram  Jadhav,20,1
258,Shri  C. M.  Chang,20,1
257,Shri  Prem Das  Rai,17,4
256,Shri  Thol Thirumaavalavan,11,10
255,Shri  N. Cheluvaraya Swamy,11,10
253,Shri  Jose K.  Mani,19,2
252,Shri  Narayan Singh  Amlabe,14,7
251,Shri  Sanjay Dina  Patil,17,4
250,Shri    Sivakumar @  Ritheesh,5,16
24,Shri  V. Kishore Chandra S.  Deo,15,6
249,Shri  Om Prakash  Yadav,9,12
248,Shri  N.  Peethambarakurup,20,1
247,Shri  Anto  Antony,20,1
246,Shri  M. I.  Shanavas,18,3
245,Adv.  P. T.  Thomas,21,0
244,Shri  Partap Singh  Bajwa,21,0
243,Shri  Mohinder Singh  Kaypee,19,2
242,Shri  Charles  Dias,21,0
240,Shri  Zafar Ali  Naqvi,6,15
239,Shri  Bharat Ram  Meghwal,15,6
238,Shri  Raja Ram  Pal,18,3
237,Shri  Ratan  Singh,16,5
236,Shri  Khiladi Lal  Bairwa,18,3
235,Shri  Badri Ram  Jakhar,15,6
234,Shri  Harish  Choudhary,16,5
233,Shri  Raghuvir Singh  Meena,13,8
232,Shri  Gopal  Singh  Shekhawat,15,6
231,Shri  E. T. Muhammed  Basheer,17,4
230,Shri  Ijyaraj  Singh,17,4
229,Shri  Mahesh  Joshi,13,8
228,Shri  Sharief Ud Din  Shariq,19,2
227,Shri  S. S.  Ramasubbu,20,1
226,Shri  Pradeep  Tamta,21,0
225,Shri  Praveen Singh  Aron,18,3
224,Shri  Harsh  Vardhan,19,2
223,"Dr.  Vinay Kumar  Panday ""Vinnu""",18,3
222,Shri  Kamal  Kishor   Commando,18,3
221,Shri  P.L.  Punia,20,1
220,Shri  Jitendra  Singh Malik,14,7
219,Shri  Rajaiah  Siricilla,20,1
218,Shri  K. R. G.  Reddy,20,1
217,Dr.  Kakoli Ghosh  Dastidar,19,2
215,Shri  H.D.  Kumaraswamy,13,8
214,Shri  N.Dharam  Singh,6,15
213,Shri  Jagdambika  Pal,20,1
212,Shri  Mirza Mehboob  Beg,14,7
211,Shri  Babu Lal  Marandi,1,20
210,Shri  Badruddin  Ajmal,12,9
208,Shri  Somendranath  Mitra,7,14
207,Shri    Abdul Rahman,14,7
206,Shri  R.  Thamaraiselvan,12,9
205,Shri  Sadashivrao Dadoba  Mandlik,9,12
204,Shri  Hassan  Khan,17,4
203,Dr.  Raghuvansh Prasad  Singh,20,1
202,Shri  Sansuma Khunggur  Bwiswmuthiary,3,18
201,Shri  Asaduddin  Owaisi,13,8
200,Dr.  Sanjeev Ganesh  Naik,17,4
199,Shri    Adhi Sankar,9,12
198,Shri  E.G.  Sugavanam,6,15
197,Shri  A.K.S.  Vijayan,8,13
196,Shri  Kalyan  Banerjee,20,1
195,Shri  D.  Venugopal,12,9
194,Shri  Sameer  Bhujbal,16,5
193,Shri   Udayanraje  Bhonsle,9,12
192,Smt.  Supriya  Sule,18,3
191,Shri  Sudip  Bandyopadhyay,20,1
190,Shri  T.K.S.  Elangovan,21,0
188,Shri    Lalu Prasad,5,16
187,Shri  Dara Singh  Chauhan,19,2
186,Shri  K. P.  Dhanapalan,21,0
185,Shri  M. K.  Raghavan,16,5
183,Shri  K.  Sudhakaran,15,6
182,Shri  R.  Dhruvanarayana,13,8
181,Shri  Adagooru  Vishwanath,11,10
180,Shri  Jagdish  Thakor,14,7
179,Shri  Mukeshkumar  Bheiravdanji  Gadhvi,16,5
178,Shri  Suresh Kumar  Shetkar,17,4
177,Dr.  G.  Vivekanand,18,3
176,Shri   Vitthalbhai  Harnsrajbhai   Radadiya,6,15
175,Shri  Kuvarjibhai Mohanbhai  Bavalia,14,7
174,Shri  Basori Singh  Masram,20,1
173,Shri  S.  Alagiri,18,3
172,Shri  Abdul Mannan  Hossain,8,13
171,Shri  Sajjan Singh  Verma,10,11
170,Shri  Prabhakar  Ponnam,21,0
169,Shri  Manicka  Tagore,18,3
168,Shri  Devendra  Nagpal,6,15
167,Dr.  Jyoti  Mirdha,18,3
166,Smt.  Meenakshi  Natrajan,17,4
165,Smt.  Annu  Tandon,19,2
164,Smt.  Sarika  D.S. Baghel,20,1
163,Ms.  Mausam  Noor,4,17
162,Smt.  Rajesh Nandini  Singh,19,2
161,Dr.  Prabha Kishore  Taviad,20,1
160,Smt.  Shruti  Choudhry,14,7
158,Dr.  Nirmal  Khatri,19,2
157,Shri  M.  Krishnaswamy,14,7
156,Dr.  Thokchom  Meinya,21,0
155,Shri  Eknath  Gaikwad,21,0
154,Shri  Kishan V.  Patel,17,4
153,Shri    Bapiraju  Kanumuru,20,1
152,Smt.  Ingrid  Mcleod,5,16
151,Smt.    Botcha Jhansi Lakshmi,16,5
150,Shri    Lagadapati   Rajagopal,10,11
14,Shri  Paban Singh  Ghatowar,20,1
149,Shri  Vikrambhai Arjanbhai  Maadam    Ahir,19,2
148,Shri  Lalit  Mohan  Suklabaidya,19,2
147,Shri  S.P.Y.  Reddy,7,14
146,Shri  Aruna Kumar  Vundavalli,21,0
145,Shri  G.V.  Harsha Kumar,18,3
144,Shri  Gutha  Sukender Reddy,17,4
143,Shri  Anjan Kumar  Yadav. M,11,10
142,Shri  Sanjay Singh  Chauhan,17,4
141,Shri  Gajendra Singh  Rajukhedi,18,3
140,Sardar  Sukhdev  Singh    Libra,21,0
139,Smt.  Santosh  Chowdhary,16,5
138,Smt.  Priya  Dutt,15,6
137,Rajkumari  Ratna  Singh,20,1
135,Shri  Tarachand  Bhagora,12,9
134,Shri  Bhakta Charan  Das,21,0
133,Shri  Deepender Singh  Hooda,17,4
132,Shri  Bhaskarrao  Patil  Khatgaonkar,16,5
131,Shri  Jayant  Chaudhary,16,5
130,Dr.  Sanjay  Singh,12,9
129,Dr.  Arvind Kumar  Sharma,18,3
128,Shri  N.S.V.  Chitthan,18,3
127,Shri  Magunta Srinivasulu  Reddy,13,8
126,Shri  Francisco  Sardinha,20,1
124,Shri  Dip  Gogoi,18,3
123,Shri  Sanjay  Nirupam,20,1
121,Shri  Inderjit Singh  Rao,17,4
120,Dr.  Girija  Vyas,12,9
11,Shri  Ajit  Singh,9,12
119,Shri  P.C.  Chacko,20,1
118,Shri  Avtar Singh  Bhadana,13,8
117,Shri  Somabhai Gandalal Koli  Patel,14,7
116,Shri  A. Venkatarami  Reddy,15,6
115,Dr.  Manda  Jagannath,18,3
114,Shri  Raj  Babbar,15,6
113,Shri   Rayapati S.  Rao,13,8
112,Shri  Datta  Meghe,17,4
110,Shri  Jai Prakash  Agarwal,19,2
108,Dr.  Kavuri Samba Siva  Rao,16,5
107,Shri  Biren Singh  Engti,19,2
106,Dr.    Chinta Mohan,20,1
102,Shri  Suresh  Kalmadi,10,11
101,Shri  Manikrao Hodlya  Gavit,18,3
100,Shri  Vilasrao Baburao  Muttemwar,16,5
