Division NO,Member Name,No.of days Members signed the Register,No.of days Members not signed the Register
427,Shri  Yashbant N.S.  Laguri,14,5
426,Kum.  Saroj  Pandey,15,4
425,Smt.  Darshana  Jardosh,18,1
424,Shri  Purnmasi  Ram,16,3
423,Shri  Mahabali  Singh,18,1
422,Shri  Subhash Bapurao  Wankhede,14,5
421,Shri  Nityananda  Pradhan,7,12
420,Dr.  Kirodi  Lal  Meena,19,0
419,Shri  Naramalli  Sivaprasad,7,12
418,Shri  Modugula Venugopala  Reddy,13,6
417,Shri  Hari  Manjhi,19,0
416,Shri  Jeetendra Singh  Bundela,18,1
415,Shri  P. C.  Mohan,14,5
414,Smt.  Aswamedh  Devi,17,2
413,Shri  Arjun  Roy,19,0
412,Shri   Prataprao  Ganpatrao Jadhav,10,9
411,Shri  A.  Ganeshamurthi,5,14
410,Shri  Rudramadhab  Ray,12,7
409,Shri  Jayaram  Pangi,10,9
408,Shri  K. Narayana  Rao,13,6
407,Shri  Nripendra Nath  Roy,13,6
406,Smt.    Rama Devi,16,3
405,Shri  Ramen  Deka,17,2
404,Shri  Angadi Suresh  Channabasappa,14,5
403,Shri  Baidyanath Prasad  Mahto,19,0
402,Shri  Vishwa Mohan  Kumar,17,2
401,Shri  Kuldeep  Bishnoi,12,7
400,Shri  Baijayant  Panda,17,2
3,Smt.  Sonia  Gandhi,11,8
39,Shri  Manish  Tewari,17,2
399,Shri  Pinaki  Misra,13,6
398,Ms.  M. Vijaya  Shanthi,2,17
397,Shri  Ramesh  Rathod,12,7
396,Shri  Narahari  Mahato,15,4
394,Shri  Sushil Kumar  Singh,17,2
393,Shri  Jagdish  Sharma,18,1
392,Shri  Anand Prakash  Paranjpe,16,3
391,Shri  Mohan  Jena,11,8
390,Smt.  Paramjit Kaur  Gulshan,19,0
389,Smt.  Harsimrat Kaur  Badal,12,7
388,Shri  Nama Nageswara  Rao,19,0
387,Dr.  Monazir  Hassan,15,4
386,Capt.(Retd.)  Jainarayan Prasad  Nishad,18,1
385,Dr.  Ranjan Prasad  Yadav,17,2
384,Shri  Shivaji  Adhalrao Patil,7,12
383,Shri  Tathagata  Satpathy,16,3
382,Smt.  Jaya Prada  Nahata,7,12
381,Shri  Inder Singh  Namdhari,19,0
380,Shri   Mangani Lal  Mandal,17,2
379,Shri  Dinesh Chandra  Yadav,17,2
378,Smt.  Bhavana  Gawali,18,1
377,Shri  Prasanna  Kumar Patasani,16,3
376,Dr.  Rattan Singh  Ajnala,19,0
375,Shri  K. Chandrasekhar  Rao,2,17
374,Shri  Rajiv Ranjan  Singh  @ Lalan Singh,18,1
373,Shri  Anandrao  Adsul,15,4
372,Shri  Chandrakant  Khaire,14,5
371,Shri  P.  Karunakaran,12,7
370,Shri  Bhartruhari  Mahtab,17,2
369,Shri  Ram Sundar  Das,18,1
368,Shri  Anant Gangaram  Geete,19,0
367,Shri  Arjun Charan  Sethi,14,5
366,Shri  Sharad  Yadav,17,2
365,Shri  Basudeb  Acharia,12,7
364,Dr.  Tarun  Mondal,12,7
363,Shri  Mekapati Rajamohan  Reddy,7,12
362,Shri  Prasanta Kumar  Majumdar,10,9
361,Shri  Sakti  Mohan   Malik,17,2
360,Shri  Bibhu Prasad  Tarai,16,3
359,Shri  Kadir  Rana,13,6
358,Shri  Surendra Singh  Nagar,17,2
357,Shri  Kapil Muni  Karwariya,19,0
356,Shri  Radhey Mohan  Singh,13,6
355,Shri  Yashvir  Singh,12,7
354,Shri    Mithlesh Kumar,15,4
353,Shri  Kabir  Suman,6,13
352,Dr.  Ratna  De (Nag),16,3
351,Dr.  Padamsinha  Bajirao  Patil,11,8
350,Shri  P.  Kumar,18,1
349,Shri  P.  Lingam,19,0
348,Shri  M. B.  Rajesh,14,5
347,Shri  P. K.  Biju,8,11
346,Shri  Ramashankar  Rajbhar,19,0
345,Shri  Deoraj Singh  Patel,19,0
344,Shri  Arvind Kumar  Chaudhary,19,0
343,Shri  Kamlesh  Balmiki,16,3
342,Shri  Ghanshyam  Anuragi,16,3
341,Shri  Pakauri  Lal,16,3
340,Dr.  Sucharu Ranjan  Haldar,19,0
339,Shri  Tapas  Paul,10,9
338,Smt.  Satabdi  Roy,13,6
337,Shri  C.  Sivasami,15,4
336,Shri  Mahendra Kumar  Roy,17,2
335,Sk.   Saidul  Haque,19,0
334,Shri  Gorakh Prasad  Jaiswal,18,1
333,Shri  Rakesh  Pandey,18,1
332,Shri  Bal Kumar  Patel,16,3
331,Smt.  Usha  Verma,19,0
330,Shri    Suvendu   Adhikari,3,16
329,Shri  Ambica  Banerjee,8,11
328,Shri  K.  Sugumar,18,1
327,Shri  Pulin Bihari  Baske,18,1
326,Dr.  Anup Kumar  Saha,17,2
325,Smt.  Susmita  Bauri,17,2
324,Shri  Dhananjay  Singh,17,2
323,Shri    Gorakhnath  Pandey,19,0
322,Shri  Neeraj  Shekhar,17,2
321,Shri  Dharmendra  Yadav,17,2
320,Shri  Premdas  Katheria,19,0
319,Shri  Gobinda Chandra  Naskar,15,4
318,Shri  Dinesh  Trivedi,14,5
317,Shri  M.  Anandan,18,1
316,Shri  Manohar  Tirkey,14,5
315,Adv.  A.  Sampath,10,9
314,Shri  P.R.  Natarajan,19,0
313,Smt.  Kaisar  Jahan,13,6
312,Smt.  Raj Kumari  Chauhan,14,5
311,Shri  Rakesh  Sachan,17,2
310,Shri    Ramkishun,16,3
30,Smt.  Chandresh  Kumari,15,4
309,Shri  S.K. Nurul  Islam,1,18
306,Shri  C.  Rajendran,18,1
305,Shri  P.  Venugopal,18,1
304,Shri  Bansagopal  Chowdhury,12,7
303,Shri  Prabodh  Panda,19,0
302,Smt. Tabassum  Hasan,15,4
301,Smt.  Seema  Upadhyay,18,1
300,Smt.  Sushila  Saroj,15,4
29,Shri  Harish  Rawat,16,3
299,Shri  R.K. Singh  Patel,10,9
298,Shri  O. S.  Manian,17,2
297,Shri  Khagen  Das,16,3
296,Dr.  Ram Chandra  Dome,15,4
295,Shri  Vijay Bahadur  Singh,16,3
294,Shri  Jagdish Singh  Rana,15,4
293,Shri  Tufani  Saroj,17,2
292,Shri  Brij Bhushan Sharan  Singh,13,6
291,Shri  Kalyan  Singh,16,3
290,Shri  S.  Semmalai,15,4
289,Shri  Baju Ban  Riyan,17,2
288,Dr.  Shafiqur Rahman  Barq,18,1
287,Shri  Ashok Kumar  Rawat,18,1
286,Smt.  Dimple  Yadav,7,12
285,Dr.  M.  Thambidurai,18,1
284,Shri  Bhisma  Shankar Alias Kushal Tiwari,14,5
283,Shri  Shailendra  Kumar,18,1
281,Shri  Subrata  Bakshi,3,16
280,Shri  Gurudas  Das Gupta,17,2
279,Dr.    Bali Ram,19,0
278,Kunwar  Rewati Raman  Singh,19,0
277,Shri  H.D.  Devegowda,14,5
276,Shri  Mulayam Singh  Yadav,17,2
275,Shri  C. L.  Ruala,19,0
274,Shri  Sanjay  Bhoi,15,4
273,Shri  Hemanand  Biswal,19,0
272,Shri  Amarnath  Pradhan,15,4
271,Shri  Pradeep  Majhi,9,10
270,Shri  Thangso  Baite,19,0
269,Dr.  Nilesh N.  Rane,10,9
268,Shri  Jaywant  Gangaram   Awale,16,3
267,Shri   Suresh  Kashinath   Taware,13,6
266,Shri  Marotrao  Sainuji   Kowase,17,2
265,Shri  Premchand  Guddu,17,2
264,Shri  Uday Pratap  Singh,18,1
263,Shri  S. R.  Jeyadurai,17,2
262,Smt.  J. Helen Davidson,16,3
261,Shri  Uma Shanaker  Singh,19,0
260,Shri  Jagada Nand  Singh,19,0
259,Shri   Baliram  Jadhav,18,1
258,Shri  C. M.  Chang,18,1
257,Shri  Prem Das  Rai,17,2
256,Shri  Thol Thirumaavalavan,13,6
255,Shri  N. Cheluvaraya Swamy,9,10
254,Shri  Kameshwar  Baitha,11,8
253,Shri  Jose K.  Mani,17,2
252,Shri  Narayan Singh  Amlabe,19,0
251,Shri  Sanjay Dina  Patil,17,2
250,Shri    Sivakumar @  Ritheesh,4,15
249,Shri  Om Prakash  Yadav,15,4
248,Shri  N.  Peethambarakurup,15,4
247,Shri  Anto  Antony,13,6
246,Shri  M. I.  Shanavas,12,7
245,Adv.  P. T.  Thomas,19,0
244,Shri  Partap Singh  Bajwa,15,4
243,Shri  Mohinder Singh  Kaypee,18,1
242,Shri  Charles  Dias,18,1
240,Shri  Zafar Ali  Naqvi,14,5
239,Shri  Bharat Ram  Meghwal,17,2
238,Shri  Raja Ram  Pal,18,1
237,Shri  Ratan  Singh,19,0
236,Shri  Khiladi Lal  Bairwa,19,0
235,Shri  Badri Ram  Jakhar,16,3
234,Shri  Harish  Choudhary,14,5
233,Shri  Raghuvir Singh  Meena,19,0
232,Shri  Gopal  Singh  Shekhawat,19,0
231,Shri  E. T. Muhammed  Basheer,13,6
230,Shri  Ijyaraj  Singh,17,2
229,Shri  Mahesh  Joshi,16,3
228,Shri  Sharief Ud Din  Shariq,18,1
227,Shri  S. S.  Ramasubbu,19,0
226,Shri  Pradeep  Tamta,18,1
225,Shri  Praveen Singh  Aron,2,17
224,Shri  Harsh  Vardhan,18,1
223,"Dr.  Vinay Kumar  Panday ""Vinnu""",14,5
222,Shri  Kamal  Kishor   Commando,17,2
221,Shri  P.L.  Punia,19,0
220,Shri  Jitendra  Singh Malik,15,4
219,Shri  Rajaiah  Siricilla,18,1
218,Shri  K. R. G.  Reddy,5,14
217,Dr.  Kakoli Ghosh  Dastidar,9,10
214,Shri  N.Dharam  Singh,14,5
213,Shri  Jagdambika  Pal,18,1
212,Shri  Mirza Mehboob  Beg,19,0
211,Shri  Babu Lal  Marandi,4,15
210,Shri  Badruddin  Ajmal,5,14
208,Shri  Somendranath  Mitra,8,11
207,Shri    Abdul Rahman,11,8
206,Shri  R.  Thamaraiselvan,19,0
205,Shri  Sadashivrao Dadoba  Mandlik,7,12
204,Shri  Hassan  Khan,18,1
203,Dr.  Raghuvansh Prasad  Singh,19,0
202,Shri  Sansuma Khunggur  Bwiswmuthiary,15,4
201,Shri  Asaduddin  Owaisi,8,11
200,Dr.  Sanjeev Ganesh  Naik,17,2
199,Shri    Adhi Sankar,16,3
198,Shri  E.G.  Sugavanam,10,9
197,Shri  A.K.S.  Vijayan,12,7
196,Shri  Kalyan  Banerjee,10,9
195,Shri  D.  Venugopal,4,15
194,Shri  Sameer  Bhujbal,12,7
193,Shri   Udayanraje  Bhonsle,11,8
192,Smt.  Supriya  Sule,13,6
190,Shri  T.K.S.  Elangovan,17,2
189,Shri  Shibu  Soren,7,12
188,Shri    Lalu Prasad,17,2
187,Shri  Dara Singh  Chauhan,18,1
186,Shri  K. P.  Dhanapalan,19,0
185,Shri  M. K.  Raghavan,14,5
184,Shri  Ajay  Kumar,15,4
183,Shri  K.  Sudhakaran,5,14
182,Shri  R.  Dhruvanarayana,18,1
181,Shri  Adagooru  Vishwanath,13,6
180,Shri  Jagdish  Thakor,6,13
179,Shri  Mukeshkumar  Bheiravdanji  Gadhvi,14,5
178,Shri  Suresh Kumar  Shetkar,13,6
177,Dr.  G.  Vivekanand,8,11
176,Shri   Vitthalbhai  Harnsrajbhai   Radadiya,7,12
175,Shri  Kuvarjibhai Mohanbhai  Bavalia,11,8
174,Shri  Basori Singh  Masram,19,0
173,Shri  S.  Alagiri,15,4
172,Shri  Abdul Mannan  Hossain,9,10
171,Shri  Sajjan Singh  Verma,15,4
170,Shri  Prabhakar  Ponnam,19,0
16,Shri  A.  Raja,15,4
169,Shri  Manicka  Tagore,16,3
168,Shri  Devendra  Nagpal,16,3
167,Dr.  Jyoti  Mirdha,19,0
166,Smt.  Meenakshi  Natrajan,15,4
165,Smt.  Annu  Tandon,18,1
164,Smt.  Sarika  D.S. Baghel,19,0
163,Ms.  Mausam  Noor,11,8
162,Smt.  Rajesh Nandini  Singh,18,1
161,Dr.  Prabha Kishore  Taviad,19,0
160,Smt.  Shruti  Choudhry,16,3
15,Shri  Dayanidhi  Maran,12,7
158,Dr.  Nirmal  Khatri,18,1
157,Shri  M.  Krishnaswamy,19,0
156,Dr.  Thokchom  Meinya,19,0
155,Shri  Eknath  Gaikwad,19,0
154,Shri  Kishan V.  Patel,13,6
153,Shri    Bapiraju  Kanumuru,15,4
152,Smt.  Ingrid  Mcleod,18,1
151,Smt.    Botcha Jhansi Lakshmi,19,0
150,Shri    Lagadapati   Rajagopal,16,3
149,Shri  Vikrambhai Arjanbhai  Maadam    Ahir,15,4
148,Shri  Lalit  Mohan  Suklabaidya,19,0
147,Shri  S.P.Y.  Reddy,7,12
146,Shri  Aruna Kumar  Vundavalli,19,0
145,Shri  G.V.  Harsha Kumar,15,4
144,Shri  Gutha  Sukender Reddy,9,10
143,Shri  Anjan Kumar  Yadav. M,13,6
142,Shri  Sanjay Singh  Chauhan,19,0
141,Shri  Gajendra Singh  Rajukhedi,19,0
140,Sardar  Sukhdev  Singh    Libra,16,3
139,Smt.  Santosh  Chowdhary,14,5
138,Smt.  Priya  Dutt,7,12
137,Rajkumari  Ratna  Singh,14,5
135,Shri  Tarachand  Bhagora,12,7
134,Shri  Bhakta Charan  Das,17,2
133,Shri  Deepender Singh  Hooda,17,2
132,Shri  Bhaskarrao  Patil  Khatgaonkar,11,8
131,Shri  Jayant  Chaudhary,15,4
130,Dr.  Sanjay  Singh,16,3
129,Dr.  Arvind Kumar  Sharma,11,8
128,Shri  N.S.V.  Chitthan,19,0
127,Shri  Magunta Srinivasulu  Reddy,8,11
126,Shri  Francisco  Sardinha,19,0
124,Shri  Dip  Gogoi,17,2
123,Shri  Sanjay  Nirupam,18,1
121,Shri  Inderjit Singh  Rao,15,4
120,Dr.  Girija  Vyas,17,2
119,Shri  P.C.  Chacko,13,6
118,Shri  Avtar Singh  Bhadana,6,13
117,Shri  Somabhai Gandalal Koli  Patel,17,2
116,Shri  A. Venkatarami  Reddy,16,3
115,Dr.  Manda  Jagannath,17,2
114,Shri  Raj  Babbar,11,8
113,Shri   Rayapati S.  Rao,13,6
112,Shri  Datta  Meghe,17,2
111,Shri  Virbhadra  Singh,14,5
110,Shri  Jai Prakash  Agarwal,19,0
109,Shri  Kantilal  Bhuria,8,11
108,Dr.  Kavuri Samba Siva  Rao,17,2
107,Shri  Biren Singh  Engti,19,0
106,Dr.    Chinta Mohan,13,6
105,Shri  Gurudas  Kamat,15,4
104,Shri  A. Sai Prathap,18,1
103,Shri  Bijoy Krishna  Handique,16,3
102,Shri  Suresh  Kalmadi,5,14
101,Shri  Manikrao Hodlya  Gavit,17,2
100,Shri  Vilasrao Baburao  Muttemwar,14,5
